procedure_code,RBCS_ID,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_SubCat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_CD_ADD_DT,HCPCS_CD_END_DT,RBCS_Release_Year,RBCS_Reassigned,Final_CY_Prior_to_Reassignment
43121,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1995,31Dec9999,2020,0,9999
43122,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1995,31Dec9999,2020,0,9999
43123,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1995,31Dec9999,2020,0,9999
43124,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1995,31Dec9999,2020,0,9999
43130,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43135,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43180,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2015,31Dec9999,2020,0,9999
43191,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43192,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43193,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43194,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43195,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43196,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43197,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43198,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43200,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1984,31Dec9999,2020,0,9999
43201,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2003,31Dec9999,2020,0,9999
43202,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1984,31Dec9999,2020,0,9999
43204,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1982,31Dec9999,2020,0,9999
43205,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1994,31Dec9999,2020,0,9999
43206,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2013,31Dec9999,2020,0,9999
43210,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2016,31Dec9999,2024,1,9999
43211,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43212,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43213,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43214,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43215,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1984,31Dec9999,2020,0,9999
43216,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1994,31Dec9999,2020,0,9999
43217,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1984,31Dec9999,2020,0,9999
43220,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1984,31Dec9999,2020,0,9999
43226,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1984,31Dec9999,2020,0,9999
43227,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1984,31Dec9999,2020,0,9999
43229,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43231,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2001,31Dec9999,2020,0,9999
43232,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2001,31Dec9999,2020,0,9999
43233,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43235,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1984,31Dec9999,2020,0,9999
43236,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2003,31Dec9999,2020,0,9999
43237,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2004,31Dec9999,2020,0,9999
43238,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2004,31Dec9999,2020,0,9999
43239,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1984,31Dec9999,2020,0,9999
43240,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2001,31Dec9999,2020,0,9999
43241,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1986,31Dec9999,2020,0,9999
43242,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2001,31Dec9999,2020,0,9999
43243,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1989,31Dec9999,2020,0,9999
43244,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1994,31Dec9999,2020,0,9999
43245,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1985,31Dec9999,2020,0,9999
43246,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1985,31Dec9999,2020,0,9999
43247,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1984,31Dec9999,2020,0,9999
43248,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1994,31Dec9999,2020,0,9999
43249,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1995,31Dec9999,2020,0,9999
43250,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1994,31Dec9999,2020,0,9999
43251,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1984,31Dec9999,2020,0,9999
43252,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2013,31Dec9999,2020,0,9999
43253,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43254,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43255,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1984,31Dec9999,2020,0,9999
43257,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2005,31Dec9999,2020,0,9999
43259,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan1994,31Dec9999,2020,0,9999
43260,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan1984,31Dec9999,2020,0,9999
43261,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan1994,31Dec9999,2020,0,9999
43262,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan1984,31Dec9999,2020,0,9999
43263,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan1984,31Dec9999,2020,0,9999
43264,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan1984,31Dec9999,2020,0,9999
43265,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan1989,31Dec9999,2020,0,9999
43266,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43270,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2020,0,9999
43273,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2009,31Dec9999,2020,0,9999
43274,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2014,31Dec9999,2020,0,9999
43275,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2024,1,9999
43276,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2014,31Dec9999,2020,0,9999
43277,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2014,31Dec9999,2020,0,9999
43278,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2014,31Dec9999,2024,1,9999
43279,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2009,31Dec9999,2024,1,9999
43280,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2000,31Dec9999,2024,1,9999
43281,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2010,31Dec9999,2024,1,9999
43282,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2010,31Dec9999,2024,1,9999
43283,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2011,31Dec9999,2024,1,9999
43284,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2017,31Dec9999,2024,1,9999
43285,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2017,31Dec9999,2024,1,9999
43286,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2018,31Dec9999,2024,1,9999
43287,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2018,31Dec9999,2024,1,9999
43288,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2018,31Dec9999,2024,1,9999
43289,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2000,31Dec9999,2024,1,9999
43290,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2023,31Dec9999,2024,0,9999
43291,PG006O,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,O,01Jan2023,31Dec9999,2024,0,9999
43300,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43305,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43310,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43312,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43313,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2002,31Dec9999,2023,0,9999
43314,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2002,31Dec9999,2020,0,9999
43320,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43325,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43327,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2011,31Dec9999,2020,0,9999
43328,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2011,31Dec9999,2020,0,9999
43330,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1985,31Dec9999,2020,0,9999
43331,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1985,31Dec9999,2020,0,9999
43332,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2011,31Dec9999,2020,0,9999
43333,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2011,31Dec9999,2020,0,9999
43334,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2011,31Dec9999,2020,0,9999
43335,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2011,31Dec9999,2020,0,9999
43336,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2011,31Dec9999,2020,0,9999
43337,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2011,31Dec9999,2020,0,9999
43338,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2011,31Dec9999,2022,1,9999
43340,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43341,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43350,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec2014,2020,0,9999
43351,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1985,31Dec9999,2020,0,9999
43352,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43360,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1995,31Dec9999,2020,0,9999
43361,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1995,31Dec9999,2020,0,9999
43400,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43401,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1987,31Dec2019,2020,0,9999
43405,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1995,31Dec9999,2020,0,9999
43410,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43415,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43420,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43425,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43450,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
43453,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
43460,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
43496,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan1997,31Dec9999,2020,0,9999
43497,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01Jan2022,31Dec9999,2023,0,9999
43499,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan1984,31Dec9999,2024,1,9999
43500,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43501,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1987,31Dec9999,2020,0,9999
43502,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1995,31Dec9999,2020,0,9999
43510,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43520,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43605,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43610,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43611,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1994,31Dec9999,2020,0,9999
43620,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43621,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1994,31Dec9999,2020,0,9999
43622,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1994,31Dec9999,2020,0,9999
43631,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1994,31Dec9999,2020,0,9999
43632,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1994,31Dec9999,2020,0,9999
43633,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1994,31Dec9999,2020,0,9999
43634,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1994,31Dec9999,2020,0,9999
43635,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43640,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43641,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1987,31Dec9999,2020,0,9999
43644,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2005,31Dec9999,2020,0,9999
43645,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2005,31Dec9999,2020,0,9999
43647,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan2007,31Dec9999,2020,0,9999
43648,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan2007,31Dec9999,2020,0,9999
43651,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2000,31Dec9999,2020,0,9999
43652,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2000,31Dec9999,2020,0,9999
43653,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2000,31Dec9999,2020,0,9999
43659,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan2000,31Dec9999,2024,1,9999
43752,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan2001,31Dec9999,2020,0,9999
43753,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan2011,31Dec9999,2020,0,9999
43754,TX000N,T,Test,TX,Test - Miscellaneous,000,No RBCS Family,N,01Jan2011,31Dec9999,2020,0,9999
43755,TX000N,T,Test,TX,Test - Miscellaneous,000,No RBCS Family,N,01Jan2011,31Dec9999,2020,0,9999
43756,TX000N,T,Test,TX,Test - Miscellaneous,000,No RBCS Family,N,01Jan2011,31Dec9999,2020,0,9999
43757,TX000N,T,Test,TX,Test - Miscellaneous,000,No RBCS Family,N,01Jan2011,31Dec9999,2020,0,9999
43760,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan1984,31Dec2018,2020,0,9999
43761,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan1992,31Dec9999,2020,0,9999
43762,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan2019,31Dec9999,2021,0,9999
43763,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan2019,31Dec9999,2021,0,9999
43770,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2006,31Dec9999,2020,0,9999
43771,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2006,31Dec9999,2020,0,9999
43772,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2006,31Dec9999,2020,0,9999
43773,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2006,31Dec9999,2020,0,9999
43774,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2006,31Dec9999,2020,0,9999
43775,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2010,31Dec9999,2020,0,9999
43800,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43810,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43820,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43825,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43830,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43831,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43832,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43840,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43843,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1993,31Dec9999,2020,0,9999
43845,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan2005,31Dec9999,2020,0,9999
43846,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43847,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1995,31Dec9999,2020,0,9999
43848,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1995,31Dec9999,2020,0,9999
43850,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec2021,2020,0,9999
43855,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec2021,2020,0,9999
43860,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43865,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43870,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43880,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
43881,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan2007,31Dec9999,2020,0,9999
43882,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan2007,31Dec9999,2020,0,9999
43886,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan2006,31Dec9999,2020,0,9999
43887,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan2006,31Dec9999,2020,0,9999
43888,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan2006,31Dec9999,2024,1,9999
43999,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
44005,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
44010,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
44015,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
44020,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1985,31Dec9999,2020,0,9999
44021,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1987,31Dec9999,2020,0,9999
44025,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1985,31Dec9999,2020,0,9999
44050,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
44055,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1987,31Dec9999,2020,0,9999
44100,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01Jan1984,31Dec9999,2020,0,9999
44110,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
44111,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
44120,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01Jan1984,31Dec9999,2020,0,9999
